year,selling_price,km_driven,fuel,seller_type,owner,mileage,engine,max_power,torque,seats,transmission_Automatic,transmission_Manual
2013,585000,16.0,1,1,2,20.0,1461.0,83.0,200.0,5.0,False,True
2006,120000,25.0,3,1,1,19.0,796.0,46.0,62.0,5.0,False,True
2003,65000,19.0,3,1,1,16.0,796.0,37.0,59.0,4.0,False,True
2006,150000,21.0,3,1,2,19.0,796.0,46.0,62.0,5.0,False,True
2009,150000,14.0,3,1,1,19.0,796.0,46.0,62.0,5.0,False,True
2004,170000,33.0,1,1,4,13.0,1493.0,82.0,187.0,5.0,False,True
2006,250000,25.0,1,1,4,10.0,2179.0,120.0,290.0,8.0,False,True
2005,100000,21.0,1,1,4,13.0,1493.0,82.0,187.0,5.0,False,True
2013,599000,12.0,1,1,2,20.0,1248.0,88.0,200.0,7.0,False,True
2010,250000,28.0,1,1,4,18.0,1991.0,147.0,327.0,5.0,False,True
2016,570000,19.0,3,1,0,20.0,1197.0,81.0,113.0,5.0,False,True
2013,440000,15.0,1,1,2,22.0,1199.0,73.0,180.0,5.0,False,True
2005,300000,39.0,1,1,2,11.0,2494.0,100.0,200.0,7.0,False,True
2015,300000,15.0,3,1,2,19.0,1198.0,76.0,104.0,5.0,True,False
2011,500000,31.0,1,1,2,11.0,2179.0,120.0,290.0,8.0,True,False
2016,660000,11.0,1,1,0,26.0,1248.0,74.0,190.0,5.0,False,True
2012,256000,19.0,3,1,2,15.0,1596.0,99.0,146.0,5.0,False,True
2018,409999,7.0,3,1,0,23.0,999.0,67.0,91.0,5.0,False,True
2015,1888000,25.0,1,1,2,12.0,2982.0,168.0,343.0,7.0,False,True
2011,250000,21.0,2,1,2,13.0,1086.0,62.0,96.0,5.0,False,True
2009,280000,8.0,3,1,4,12.0,1799.0,130.0,172.0,5.0,True,False
2010,300000,21.0,1,1,0,13.0,2489.0,95.0,220.0,8.0,False,True
2016,900000,25.0,1,1,0,14.0,2179.0,147.0,320.0,5.0,False,True
2014,190000,12.0,3,1,0,19.0,998.0,67.0,90.0,5.0,False,True
2019,800000,0.0,1,1,0,15.0,2523.0,63.0,180.0,9.0,False,True
2012,450000,21.0,1,1,0,14.0,2523.0,75.0,200.0,8.0,False,True
2015,400000,23.0,1,1,0,14.0,2489.0,93.0,218.0,7.0,False,True
2009,150000,19.0,1,1,2,13.0,2179.0,138.0,320.0,7.0,False,True
2011,200000,17.0,1,1,0,23.0,1396.0,70.0,140.0,5.0,False,True
2013,600000,37.0,1,1,0,15.0,2179.0,140.0,330.0,7.0,False,True
2010,175000,12.0,1,1,0,18.0,1248.0,75.0,190.0,5.0,False,True
2008,99000,43.0,1,1,2,19.0,1396.0,69.0,135.0,5.0,False,True
2008,215000,14.0,3,1,2,20.0,1197.0,78.0,111.0,5.0,False,True
2011,190000,14.0,3,1,4,18.0,1248.0,88.0,200.0,5.0,False,True
2013,520000,26.0,1,1,2,19.0,1461.0,108.0,248.0,5.0,False,True
2016,2280000,25.0,1,1,2,10.0,3198.0,197.0,470.0,7.0,True,False
2015,285000,14.0,1,1,0,19.0,1405.0,70.0,135.0,5.0,False,True
2017,660000,17.0,1,1,0,18.0,1493.0,100.0,240.0,7.0,False,True
2004,31504,23.0,3,1,4,16.0,796.0,37.0,59.0,4.0,False,True
2015,515000,9.0,3,1,2,20.0,1197.0,83.0,115.0,5.0,False,True
2012,295000,14.0,1,1,2,21.0,1461.0,84.0,200.0,5.0,False,True
2015,700000,16.0,1,1,2,20.0,1461.0,83.0,200.0,5.0,False,True
2017,1100000,9.0,1,1,0,15.0,2179.0,120.0,280.0,7.0,False,True
2017,300000,12.0,3,1,0,20.0,998.0,68.0,94.0,5.0,False,True
2013,450000,8.0,3,1,0,18.0,1197.0,85.0,114.0,5.0,False,True
2010,135000,27.0,3,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2017,700000,10.0,1,1,2,28.0,1248.0,74.0,190.0,5.0,False,True
2012,250000,8.0,1,1,0,20.0,1399.0,68.0,160.0,5.0,False,True
2009,140000,20.0,3,1,2,18.0,1061.0,67.0,84.0,5.0,False,True
2012,250000,24.0,1,1,0,14.0,2498.0,112.0,260.0,8.0,False,True
2011,210000,23.0,3,1,2,19.0,1086.0,68.0,99.0,5.0,False,True
2014,420000,21.0,1,1,2,25.0,1498.0,98.0,200.0,5.0,False,True
2007,130000,18.0,3,1,4,19.0,796.0,46.0,62.0,5.0,False,True
2012,320000,14.0,3,1,2,16.0,1498.0,97.0,134.0,5.0,False,True
2010,200000,23.0,3,1,2,17.0,1061.0,64.0,8.0,5.0,False,True
2016,310000,3.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2012,200000,16.0,1,1,2,20.0,1461.0,65.0,160.0,5.0,False,True
2014,350000,10.0,3,1,0,18.0,1197.0,85.0,114.0,5.0,False,True
2018,444000,3.0,3,1,0,21.0,814.0,55.0,74.0,5.0,False,True
2017,300000,5.0,3,1,0,22.0,799.0,53.0,72.0,5.0,False,True
2011,225000,12.0,1,1,2,21.0,1461.0,64.0,160.0,5.0,False,True
2012,600000,15.0,1,1,0,15.0,2523.0,62.0,195.0,7.0,False,True
2013,260000,5.0,3,1,0,15.0,1196.0,73.0,101.0,5.0,False,True
2015,375000,33.0,1,1,0,24.0,1120.0,71.0,180.0,5.0,False,True
2010,150000,25.0,3,1,2,19.0,796.0,46.0,62.0,5.0,False,True
2014,110000,10.0,3,1,2,19.0,796.0,46.0,62.0,5.0,False,True
2012,225000,8.0,3,1,0,19.0,796.0,46.0,62.0,5.0,False,True
2011,400000,19.0,1,1,4,18.0,1248.0,88.0,200.0,5.0,False,True
2005,93000,25.0,3,1,4,18.0,1248.0,88.0,200.0,5.0,False,True
2017,860000,5.0,3,1,0,17.0,1497.0,117.0,145.0,5.0,False,True
2018,650000,10.0,1,1,0,28.0,1248.0,74.0,190.0,5.0,False,True
2014,650000,19.0,1,1,0,20.0,1248.0,88.0,200.0,7.0,False,True
2016,710000,8.0,1,1,0,24.0,1396.0,88.0,219.0,5.0,False,True
2017,430000,23.0,1,1,0,25.0,1498.0,99.0,215.0,5.0,False,True
2011,305000,39.0,1,1,2,17.0,1248.0,75.0,190.0,5.0,False,True
2011,220000,21.0,1,1,0,20.0,1399.0,68.0,160.0,5.0,False,True
2010,150000,47.0,1,1,4,14.0,1948.0,90.0,190.0,9.0,False,True
2017,660000,14.0,1,1,2,18.0,1493.0,100.0,240.0,7.0,False,True
2011,140000,14.0,1,1,1,25.0,936.0,57.0,150.0,5.0,False,True
2015,1100000,10.0,3,1,0,14.0,1798.0,138.0,173.0,5.0,False,True
2013,2450000,12.0,1,1,0,16.0,2179.0,187.0,450.0,5.0,True,False
2017,625000,7.0,1,1,0,22.0,1498.0,108.0,250.0,5.0,True,False
2004,198000,23.0,3,1,4,12.0,1493.0,100.0,13.0,5.0,False,True
2001,60000,15.0,3,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2005,130000,29.0,3,1,2,18.0,998.0,67.0,90.0,5.0,False,True
2012,540000,21.0,3,1,2,16.0,1497.0,116.0,146.0,5.0,False,True
2017,550000,2.0,3,1,0,18.0,1197.0,81.0,113.0,5.0,True,False
2018,475000,6.0,3,1,0,21.0,998.0,67.0,90.0,5.0,False,True
2017,2825000,4.0,1,0,0,15.0,1968.0,174.0,380.0,5.0,True,False
2020,2125000,1.0,1,0,0,26.0,1597.0,118.0,300.0,5.0,False,True
2018,3350000,3.0,1,0,0,19.0,1998.0,190.0,400.0,5.0,True,False
2018,1800000,4.0,1,0,0,11.0,2755.0,171.0,360.0,8.0,True,False
2018,540000,1.0,3,0,0,20.0,1086.0,68.0,99.0,5.0,False,True
2018,910000,4.0,1,0,0,17.0,2596.0,80.0,230.0,5.0,False,True
2019,484999,1.0,3,0,0,21.0,998.0,67.0,90.0,5.0,False,True
2020,1950000,0.0,1,0,0,17.0,1582.0,126.0,259.0,5.0,True,False
2018,950000,12.0,1,0,0,24.0,1248.0,88.0,200.0,5.0,False,True
2015,365000,22.0,1,0,0,25.0,1498.0,99.0,215.0,5.0,False,True
2018,900000,5.0,1,0,0,16.0,2498.0,105.0,247.0,6.0,False,True
2017,919999,5.0,1,0,0,21.0,1497.0,108.0,260.0,5.0,False,True
2020,1900000,0.0,3,0,0,13.0,1451.0,141.0,250.0,5.0,True,False
2018,2950000,9.0,1,0,0,15.0,2148.0,170.0,42.0,5.0,False,True
2019,1075000,4.0,1,0,0,17.0,1497.0,121.0,300.0,7.0,False,True
2017,600000,5.0,3,0,0,20.0,1197.0,81.0,113.0,5.0,False,True
2017,3200000,2.0,1,0,0,22.0,1995.0,190.0,400.0,5.0,True,False
2019,2600000,2.0,1,0,0,19.0,1968.0,141.0,320.0,5.0,True,False
2016,839000,13.0,1,0,0,24.0,1248.0,88.0,200.0,5.0,False,True
2019,635000,0.0,3,0,0,16.0,1199.0,74.0,110.0,5.0,False,True
2014,550000,63.0,1,1,4,12.0,2179.0,120.0,290.0,8.0,False,True
2011,180000,40.0,1,1,4,19.0,1461.0,65.0,16.0,5.0,False,True
2015,650000,16.0,1,1,0,26.0,1498.0,98.0,200.0,5.0,False,True
2011,350000,16.0,3,1,2,16.0,1198.0,90.0,110.0,5.0,False,True
2015,265000,11.0,3,1,0,23.0,998.0,67.0,90.0,5.0,False,True
2018,330000,6.0,3,1,0,23.0,999.0,67.0,91.0,5.0,False,True
2019,395000,1.0,3,1,0,15.0,1196.0,73.0,101.0,7.0,False,True
2015,700000,12.0,1,1,0,18.0,1493.0,100.0,240.0,7.0,False,True
2012,300000,19.0,1,1,0,20.0,1399.0,68.0,160.0,5.0,False,True
2011,650000,79.0,1,1,0,12.0,2494.0,102.0,20.0,8.0,False,True
2013,625000,33.0,1,1,4,20.0,1248.0,88.0,200.0,7.0,False,True
2014,425000,16.0,1,1,2,15.0,1598.0,103.0,250.0,5.0,False,True
2004,55000,10.0,3,1,4,16.0,796.0,37.0,59.0,4.0,False,True
2015,250000,16.0,1,1,2,19.0,1405.0,69.0,135.0,5.0,False,True
2015,459999,33.0,1,1,0,15.0,2523.0,62.0,195.0,9.0,False,True
2017,1594000,1.0,1,1,0,21.0,1364.0,86.0,205.0,5.0,False,True
2014,300000,10.0,3,1,0,18.0,1199.0,82.0,108.0,5.0,False,True
2018,950000,5.0,1,0,0,22.0,1498.0,98.0,205.0,5.0,False,True
2013,484999,25.0,1,1,0,12.0,2179.0,120.0,290.0,9.0,False,True
2009,161000,25.0,1,1,4,14.0,2498.0,112.0,260.0,8.0,False,True
2015,500000,12.0,3,1,0,17.0,1197.0,81.0,114.0,5.0,False,True
2012,350000,10.0,3,1,0,16.0,1498.0,97.0,134.0,5.0,False,True
2017,550000,8.0,3,1,0,20.0,1197.0,81.0,113.0,5.0,True,False
2018,850000,1.0,3,1,0,17.0,1199.0,88.0,110.0,5.0,False,True
2016,240000,10.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2011,950000,14.0,1,1,0,13.0,2499.0,141.0,330.0,7.0,False,True
2015,423000,12.0,3,1,2,16.0,1373.0,93.0,130.0,7.0,False,True
2005,90000,15.0,3,1,2,12.0,1396.0,85.0,12.0,5.0,False,True
2011,350000,12.0,1,1,2,13.0,2179.0,138.0,320.0,7.0,False,True
2011,170000,14.0,3,1,4,19.0,998.0,66.0,90.0,5.0,False,True
2015,450000,14.0,3,1,0,18.0,1196.0,86.0,112.0,5.0,False,True
2009,150000,23.0,3,1,2,20.0,1197.0,78.0,111.0,5.0,False,True
2002,75000,16.0,3,1,4,18.0,1248.0,88.0,200.0,5.0,False,True
2016,511000,16.0,1,1,0,22.0,1396.0,88.0,219.0,5.0,False,True
2018,850000,12.0,1,1,0,24.0,1498.0,93.0,225.0,7.0,False,True
2018,250000,23.0,1,1,0,25.0,1396.0,69.0,140.0,5.0,False,True
2020,420000,5.0,3,1,0,21.0,998.0,67.0,90.0,5.0,False,True
2014,180000,11.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2015,400000,5.0,1,1,0,27.0,793.0,47.0,125.0,5.0,False,True
2009,150000,63.0,1,1,0,14.0,2498.0,112.0,260.0,7.0,False,True
2016,500000,30.0,1,1,0,25.0,1498.0,99.0,215.0,5.0,False,True
2017,1689999,12.0,1,1,0,17.0,1956.0,170.0,350.0,5.0,False,True
2012,204999,25.0,1,1,0,23.0,1461.0,63.0,160.0,5.0,False,True
2014,459999,30.0,1,1,2,26.0,1248.0,88.0,200.0,5.0,False,True
2017,600000,6.0,3,1,0,18.0,1197.0,81.0,114.0,5.0,False,True
2019,585000,1.0,3,1,0,18.0,1197.0,81.0,113.0,5.0,False,True
2012,551000,36.0,1,1,0,13.0,2499.0,141.0,330.0,7.0,False,True
2013,525000,21.0,1,1,0,23.0,1248.0,74.0,190.0,5.0,False,True
2012,160000,13.0,3,1,0,14.0,796.0,35.0,6.0,5.0,False,True
2014,825000,23.0,1,1,0,15.0,2179.0,140.0,330.0,7.0,False,True
2007,127000,29.0,0,1,0,18.0,1248.0,88.0,200.0,5.0,False,True
2015,600000,16.0,1,1,2,13.0,2499.0,72.0,171.0,9.0,False,True
2002,65000,16.0,3,1,2,17.0,993.0,60.0,78.0,5.0,False,True
2013,550000,21.0,1,1,0,23.0,1248.0,74.0,190.0,5.0,False,True
2015,650000,25.0,1,1,0,15.0,2523.0,63.0,180.0,9.0,False,True
2019,750000,5.0,1,1,0,28.0,1248.0,74.0,190.0,5.0,False,True
2017,380000,16.0,1,1,0,25.0,1198.0,77.0,190.0,6.0,False,True
2012,400000,29.0,1,1,0,22.0,1582.0,126.0,259.0,5.0,False,True
2003,50000,31.0,3,1,1,18.0,998.0,67.0,90.0,5.0,False,True
2017,750000,12.0,1,1,0,18.0,1493.0,100.0,240.0,7.0,False,True
2011,150000,16.0,3,1,0,18.0,995.0,62.0,90.0,5.0,False,True
2016,245000,10.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2013,260000,40.0,1,1,0,21.0,1248.0,88.0,200.0,5.0,False,True
2014,411000,19.0,1,1,2,21.0,1498.0,103.0,250.0,5.0,True,False
2014,450000,11.0,1,1,0,21.0,1396.0,88.0,219.0,5.0,False,True
2012,1300000,29.0,1,1,2,18.0,1995.0,184.0,380.0,5.0,True,False
2016,351000,12.0,3,1,0,23.0,998.0,67.0,90.0,5.0,False,True
2012,550000,27.0,1,1,0,15.0,2179.0,140.0,330.0,7.0,False,True
2013,1300000,29.0,1,1,2,18.0,1995.0,184.0,380.0,5.0,True,False
2016,750000,7.0,1,1,0,20.0,1461.0,83.0,200.0,5.0,False,True
2015,800000,7.0,1,1,0,20.0,1461.0,83.0,200.0,5.0,False,True
2011,350000,33.0,1,1,0,11.0,2179.0,138.0,320.0,7.0,False,True
2013,200000,19.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2008,150000,12.0,1,1,4,17.0,1405.0,70.0,13.0,5.0,False,True
2016,800000,7.0,1,1,0,19.0,1461.0,108.0,248.0,5.0,False,True
2017,350000,4.0,3,1,2,21.0,814.0,55.0,74.0,5.0,False,True
2011,350000,33.0,1,1,0,13.0,2179.0,138.0,320.0,7.0,False,True
2006,250000,39.0,1,1,0,12.0,2609.0,116.0,28.0,9.0,False,True
2010,170000,23.0,1,1,2,17.0,1405.0,71.0,135.0,5.0,False,True
2018,395000,2.0,3,1,0,25.0,799.0,53.0,72.0,5.0,False,True
2012,450000,25.0,1,1,0,15.0,2523.0,62.0,195.0,7.0,False,True
2019,500000,3.0,3,1,0,20.0,1197.0,81.0,113.0,5.0,False,True
2012,200000,14.0,1,1,0,12.0,1948.0,68.0,115.0,10.0,False,True
2017,1200000,6.0,1,1,0,17.0,2179.0,153.0,400.0,7.0,False,True
2016,400000,10.0,1,1,0,25.0,1198.0,77.0,190.0,6.0,False,True
2016,650000,21.0,1,1,0,18.0,1493.0,100.0,240.0,7.0,False,True
2016,550000,31.0,1,1,0,15.0,2523.0,63.0,180.0,9.0,False,True
2015,1100000,23.0,1,1,0,16.0,2179.0,140.0,330.0,7.0,False,True
2012,254999,6.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2011,180000,12.0,3,1,0,19.0,796.0,46.0,62.0,5.0,False,True
2010,160000,54.0,1,1,2,13.0,2489.0,95.0,220.0,8.0,False,True
2008,225000,25.0,1,1,2,16.0,1991.0,123.0,305.0,5.0,False,True
2015,270000,10.0,3,1,2,22.0,796.0,47.0,69.0,5.0,False,True
2012,310000,18.0,1,1,0,21.0,1248.0,88.0,200.0,5.0,False,True
2015,225000,15.0,3,1,0,20.0,1198.0,67.0,104.0,5.0,False,True
2015,300000,20.0,1,1,4,21.0,1248.0,75.0,197.0,5.0,False,True
2008,250000,14.0,3,1,1,17.0,1298.0,85.0,114.0,5.0,False,True
2011,180000,7.0,3,1,0,21.0,814.0,55.0,74.0,5.0,False,True
2015,550000,10.0,3,1,0,20.0,1197.0,83.0,115.0,5.0,False,True
2007,300000,25.0,1,1,4,13.0,2523.0,63.0,180.0,7.0,False,True
2015,900000,30.0,1,1,0,22.0,1582.0,126.0,259.0,5.0,False,True
2012,254999,40.0,1,1,4,18.0,1248.0,88.0,200.0,5.0,False,True
2018,1530000,8.0,1,1,0,16.0,2179.0,138.0,330.0,7.0,False,True
2015,590000,23.0,1,1,0,27.0,1248.0,74.0,190.0,5.0,False,True
2008,170000,23.0,2,1,2,17.0,1061.0,57.0,7.0,5.0,False,True
2017,2600000,14.0,1,1,0,20.0,1968.0,143.0,320.0,5.0,True,False
2016,475000,23.0,1,1,0,23.0,1248.0,73.0,190.0,5.0,False,True
2018,700000,6.0,1,1,0,24.0,1186.0,73.0,190.0,5.0,False,True
2011,376000,12.0,3,1,0,18.0,998.0,67.0,90.0,5.0,False,True
2002,100000,25.0,3,1,1,18.0,1248.0,88.0,200.0,5.0,False,True
2004,75000,9.0,3,1,1,16.0,796.0,37.0,59.0,4.0,False,True
2012,440000,25.0,1,1,4,11.0,2179.0,120.0,290.0,8.0,True,False
2016,390000,16.0,3,1,0,20.0,998.0,67.0,90.0,5.0,False,True
2012,725000,33.0,1,1,2,12.0,2494.0,102.0,20.0,7.0,False,True
2012,325000,23.0,1,1,2,15.0,2523.0,62.0,195.0,7.0,False,True
2010,170000,15.0,3,1,2,19.0,796.0,46.0,62.0,5.0,False,True
2010,215000,25.0,1,1,4,19.0,1248.0,73.0,190.0,5.0,False,True
2010,350000,23.0,3,1,4,17.0,1497.0,118.0,146.0,5.0,False,True
2009,80000,16.0,3,1,1,18.0,995.0,62.0,90.0,5.0,False,True
2012,195000,16.0,3,1,2,21.0,814.0,55.0,74.0,5.0,False,True
2011,280000,18.0,1,1,0,18.0,1248.0,88.0,200.0,5.0,False,True
2014,335000,15.0,1,0,0,21.0,1461.0,84.0,200.0,5.0,False,True
2011,475000,22.0,1,0,0,16.0,2179.0,140.0,330.0,7.0,False,True
2015,484999,15.0,1,0,0,19.0,1461.0,83.0,200.0,5.0,False,True
2018,650000,4.0,3,1,2,21.0,1462.0,103.0,138.0,5.0,False,True
2018,700000,6.0,3,1,2,18.0,1197.0,81.0,114.0,5.0,False,True
2018,900000,12.0,1,1,0,15.0,2523.0,75.0,200.0,7.0,False,True
2013,350000,16.0,1,1,0,22.0,1199.0,73.0,180.0,5.0,False,True
2017,750000,10.0,1,0,0,24.0,1248.0,88.0,200.0,5.0,False,True
2013,1650000,13.0,1,0,0,0.0,2179.0,115.0,400.0,5.0,True,False
2018,600000,4.0,3,1,0,19.0,1199.0,88.0,110.0,5.0,False,True
2018,565000,4.0,3,1,0,18.0,999.0,75.0,95.0,5.0,False,True
2000,86000,9.0,3,1,0,18.0,796.0,53.0,71.0,5.0,False,True
2016,329000,4.0,3,1,0,20.0,1198.0,67.0,104.0,5.0,False,True
2016,650000,10.0,1,1,0,22.0,1498.0,98.0,205.0,5.0,False,True
2015,822000,12.0,1,1,0,19.0,1582.0,126.0,259.0,5.0,False,True
2013,345000,21.0,1,1,2,19.0,1461.0,108.0,248.0,5.0,False,True
2001,30000,2.0,3,1,0,17.0,993.0,60.0,78.0,5.0,False,True
2012,330000,10.0,1,1,2,22.0,1248.0,74.0,190.0,5.0,False,True
2014,300000,15.0,3,1,2,20.0,998.0,67.0,90.0,5.0,False,True
2009,200000,19.0,3,1,2,12.0,1586.0,103.0,145.0,5.0,True,False
2012,200000,16.0,1,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2010,90000,14.0,3,1,2,18.0,995.0,62.0,90.0,5.0,False,True
2010,200000,16.0,3,1,2,18.0,1061.0,67.0,84.0,5.0,False,True
2016,550000,7.0,1,1,0,24.0,1120.0,71.0,180.0,5.0,False,True
2015,250000,4.0,3,1,0,18.0,1199.0,76.0,106.0,5.0,False,True
2017,975000,17.0,1,1,0,25.0,1498.0,97.0,200.0,5.0,False,True
2014,900000,21.0,1,1,2,12.0,2494.0,100.0,200.0,8.0,False,True
2018,610000,3.0,3,1,0,18.0,1197.0,81.0,114.0,5.0,False,True
2017,620000,6.0,1,1,0,27.0,1248.0,74.0,190.0,5.0,False,True
2016,400000,6.0,3,1,0,18.0,1197.0,82.0,114.0,5.0,False,True
2019,500000,2.0,3,1,0,21.0,998.0,67.0,90.0,5.0,False,True
2017,200000,29.0,3,1,0,19.0,1198.0,67.0,104.0,7.0,False,True
2016,360000,23.0,1,1,0,23.0,1248.0,88.0,200.0,5.0,False,True
2012,252000,10.0,3,1,0,20.0,998.0,67.0,90.0,5.0,False,True
2012,280000,14.0,1,1,2,22.0,1248.0,74.0,190.0,5.0,False,True
2018,509999,14.0,3,1,2,22.0,1197.0,81.0,113.0,5.0,False,True
2016,1050000,12.0,1,1,0,15.0,1997.0,120.0,280.0,7.0,False,True
2010,200000,8.0,2,1,1,17.0,1061.0,57.0,7.0,5.0,False,True
2005,60000,19.0,3,1,2,17.0,993.0,60.0,78.0,5.0,False,True
2010,320000,8.0,1,1,2,14.0,2498.0,112.0,260.0,7.0,False,True
2013,520000,23.0,1,1,0,12.0,2179.0,120.0,290.0,9.0,False,True
2007,250000,16.0,1,1,2,11.0,2179.0,138.0,320.0,7.0,False,True
2017,725000,12.0,1,1,0,24.0,1248.0,88.0,200.0,5.0,False,True
2015,585000,10.0,1,1,0,15.0,2523.0,62.0,195.0,7.0,False,True
2017,430000,5.0,3,1,0,23.0,1199.0,84.0,114.0,5.0,False,True
2011,235000,21.0,1,1,2,22.0,1248.0,74.0,190.0,5.0,False,True
2012,350000,11.0,1,1,4,19.0,1248.0,73.0,190.0,5.0,False,True
2010,131000,16.0,3,1,4,19.0,1086.0,68.0,99.0,5.0,False,True
2016,450000,18.0,1,1,0,25.0,1498.0,98.0,200.0,5.0,False,True
2016,750000,17.0,1,1,0,24.0,1248.0,88.0,200.0,5.0,False,True
2013,200000,10.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2009,125000,25.0,3,1,1,18.0,1061.0,67.0,84.0,5.0,False,True
2014,500000,21.0,1,1,0,15.0,2523.0,62.0,195.0,7.0,False,True
2012,380000,14.0,1,1,4,22.0,1248.0,74.0,190.0,5.0,False,True
2008,128000,4.0,3,1,0,19.0,796.0,46.0,62.0,5.0,False,True
2009,250000,14.0,3,1,4,17.0,1497.0,118.0,146.0,5.0,False,True
2017,690000,12.0,1,1,0,16.0,1493.0,70.0,195.0,7.0,False,True
2014,650000,13.0,1,1,2,15.0,2523.0,62.0,195.0,7.0,False,True
2012,560000,8.0,3,1,2,16.0,1497.0,116.0,146.0,5.0,False,True
2012,120000,33.0,1,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2016,400000,5.0,3,1,0,23.0,998.0,67.0,90.0,5.0,False,True
2012,200000,6.0,3,1,0,20.0,998.0,67.0,90.0,5.0,False,True
2018,950000,2.0,3,1,0,17.0,1591.0,121.0,151.0,5.0,False,True
2016,300000,10.0,3,1,2,22.0,796.0,47.0,69.0,5.0,False,True
2016,315000,6.0,3,1,2,25.0,799.0,53.0,72.0,5.0,False,True
2012,220000,21.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2011,130000,12.0,3,1,2,14.0,1399.0,92.0,127.0,5.0,False,True
2016,595000,12.0,1,1,2,22.0,1396.0,88.0,219.0,5.0,False,True
2011,110000,25.0,1,1,0,19.0,1405.0,70.0,135.0,5.0,False,True
2017,680000,2.0,3,1,0,17.0,1497.0,121.0,150.0,5.0,False,True
2013,280000,11.0,1,1,0,20.0,1248.0,75.0,197.0,5.0,False,True
2017,530000,6.0,3,1,2,21.0,1197.0,83.0,115.0,5.0,False,True
2017,610000,2.0,3,1,0,19.0,1197.0,82.0,114.0,5.0,False,True
2014,500000,19.0,1,1,2,15.0,2179.0,147.0,320.0,7.0,False,True
2018,500000,10.0,1,1,0,24.0,1047.0,69.0,140.0,5.0,False,True
2010,250000,25.0,1,1,2,13.0,2489.0,95.0,220.0,8.0,False,True
2018,325000,2.0,3,1,0,21.0,814.0,55.0,74.0,5.0,False,True
2018,550000,2.0,3,1,0,21.0,1197.0,83.0,115.0,5.0,False,True
2018,720000,5.0,3,1,0,20.0,1373.0,91.0,130.0,5.0,False,True
2017,950000,4.0,3,1,0,17.0,1591.0,121.0,151.0,5.0,False,True
2013,350000,12.0,1,1,0,22.0,1248.0,74.0,190.0,5.0,False,True
2018,500000,8.0,3,1,0,18.0,1197.0,81.0,113.0,5.0,False,True
2012,380000,12.0,1,1,0,19.0,1248.0,73.0,190.0,5.0,False,True
2015,380000,10.0,3,1,0,16.0,1197.0,82.0,114.0,5.0,True,False
2017,900000,4.0,3,1,0,17.0,1591.0,121.0,151.0,5.0,False,True
2017,295000,7.0,3,1,0,24.0,796.0,47.0,69.0,5.0,False,True
2016,640000,8.0,1,1,0,28.0,1248.0,88.0,200.0,5.0,False,True
2018,790000,12.0,1,1,0,21.0,1497.0,108.0,260.0,5.0,False,True
2015,625000,4.0,3,1,0,17.0,1591.0,121.0,154.0,5.0,False,True
2017,604000,6.0,3,1,2,17.0,1497.0,121.0,150.0,5.0,False,True
2015,315000,6.0,3,1,0,23.0,998.0,67.0,90.0,5.0,False,True
2019,950000,3.0,1,1,0,20.0,1497.0,115.0,300.0,5.0,False,True
2017,400000,10.0,3,1,0,20.0,998.0,67.0,90.0,5.0,False,True
2018,700000,8.0,3,1,0,18.0,1368.0,98.0,132.0,5.0,True,False
2011,700000,25.0,1,1,2,12.0,2494.0,102.0,20.0,8.0,False,True
2012,260000,23.0,1,1,0,21.0,1461.0,65.0,160.0,5.0,False,True
2012,200000,19.0,1,1,0,23.0,1396.0,70.0,140.0,5.0,False,True
2020,580000,14.0,3,1,0,23.0,1197.0,88.0,113.0,5.0,False,True
2011,330000,13.0,1,1,2,20.0,1598.0,105.0,250.0,5.0,False,True
2011,400000,14.0,1,1,4,16.0,1493.0,110.0,24.0,5.0,False,True
2018,1350000,1.0,3,1,0,14.0,1591.0,121.0,151.0,5.0,True,False
2014,250000,10.0,1,1,2,21.0,1461.0,65.0,160.0,5.0,False,True
2019,725000,5.0,3,1,0,15.0,1598.0,103.0,153.0,5.0,False,True
2013,300000,14.0,1,1,0,23.0,1248.0,74.0,190.0,5.0,False,True
2006,120000,8.0,3,1,2,16.0,796.0,37.0,59.0,4.0,False,True
2016,1175000,23.0,1,1,0,16.0,2179.0,140.0,330.0,7.0,False,True
2009,380000,31.0,1,1,0,13.0,2179.0,138.0,320.0,7.0,False,True
2014,400000,9.0,1,1,0,19.0,1405.0,70.0,135.0,5.0,False,True
2005,140000,19.0,1,1,4,16.0,1405.0,70.0,13.0,5.0,False,True
2011,229999,29.0,1,1,2,11.0,2179.0,138.0,320.0,7.0,False,True
2003,110000,17.0,3,1,2,13.0,1299.0,70.0,10.0,5.0,False,True
2011,550000,22.0,1,1,2,16.0,1968.0,138.0,320.0,5.0,True,False
